subject_id,npz_path,metric,win_sec,stride_sec,seg1,seg2,distance
subject39,/afs/crc.nd.edu/group/cvrl/scratch_34/jspeth/preprocessed/UBFC_rPPG/subject39.npz,l2_norm,15,5,0-15,5-20,0.6146653242332217
subject39,/afs/crc.nd.edu/group/cvrl/scratch_34/jspeth/preprocessed/UBFC_rPPG/subject39.npz,l2_norm,15,5,0-15,10-25,0.6715744682089331
subject39,/afs/crc.nd.edu/group/cvrl/scratch_34/jspeth/preprocessed/UBFC_rPPG/subject39.npz,l2_norm,15,5,0-15,15-30,0.7128811281796605
subject39,/afs/crc.nd.edu/group/cvrl/scratch_34/jspeth/preprocessed/UBFC_rPPG/subject39.npz,l2_norm,15,5,5-20,10-25,0.559539974185424
subject39,/afs/crc.nd.edu/group/cvrl/scratch_34/jspeth/preprocessed/UBFC_rPPG/subject39.npz,l2_norm,15,5,5-20,15-30,0.8321225843577673
subject39,/afs/crc.nd.edu/group/cvrl/scratch_34/jspeth/preprocessed/UBFC_rPPG/subject39.npz,l2_norm,15,5,10-25,15-30,0.6559786367986455
subject4,/afs/crc.nd.edu/group/cvrl/scratch_34/jspeth/preprocessed/UBFC_rPPG/subject4.npz,l2_norm,15,5,0-15,5-20,0.661531371788215
subject4,/afs/crc.nd.edu/group/cvrl/scratch_34/jspeth/preprocessed/UBFC_rPPG/subject4.npz,l2_norm,15,5,0-15,10-25,0.9421850842459389
subject4,/afs/crc.nd.edu/group/cvrl/scratch_34/jspeth/preprocessed/UBFC_rPPG/subject4.npz,l2_norm,15,5,0-15,15-30,0.9705355131874814
subject4,/afs/crc.nd.edu/group/cvrl/scratch_34/jspeth/preprocessed/UBFC_rPPG/subject4.npz,l2_norm,15,5,5-20,10-25,0.8166346292799617
subject4,/afs/crc.nd.edu/group/cvrl/scratch_34/jspeth/preprocessed/UBFC_rPPG/subject4.npz,l2_norm,15,5,5-20,15-30,0.9154565168767071
subject4,/afs/crc.nd.edu/group/cvrl/scratch_34/jspeth/preprocessed/UBFC_rPPG/subject4.npz,l2_norm,15,5,10-25,15-30,0.321486377284499
subject40,/afs/crc.nd.edu/group/cvrl/scratch_34/jspeth/preprocessed/UBFC_rPPG/subject40.npz,l2_norm,15,5,0-15,5-20,0.3275470586303129
subject40,/afs/crc.nd.edu/group/cvrl/scratch_34/jspeth/preprocessed/UBFC_rPPG/subject40.npz,l2_norm,15,5,0-15,10-25,0.6928580309536299
subject40,/afs/crc.nd.edu/group/cvrl/scratch_34/jspeth/preprocessed/UBFC_rPPG/subject40.npz,l2_norm,15,5,0-15,15-30,0.926280778294402
subject40,/afs/crc.nd.edu/group/cvrl/scratch_34/jspeth/preprocessed/UBFC_rPPG/subject40.npz,l2_norm,15,5,5-20,10-25,0.6398301922032236
subject40,/afs/crc.nd.edu/group/cvrl/scratch_34/jspeth/preprocessed/UBFC_rPPG/subject40.npz,l2_norm,15,5,5-20,15-30,0.9032574771511733
subject40,/afs/crc.nd.edu/group/cvrl/scratch_34/jspeth/preprocessed/UBFC_rPPG/subject40.npz,l2_norm,15,5,10-25,15-30,0.6445344366268471
subject41,/afs/crc.nd.edu/group/cvrl/scratch_34/jspeth/preprocessed/UBFC_rPPG/subject41.npz,l2_norm,15,5,0-15,5-20,0.2929530102621448
subject41,/afs/crc.nd.edu/group/cvrl/scratch_34/jspeth/preprocessed/UBFC_rPPG/subject41.npz,l2_norm,15,5,0-15,10-25,0.47758369950804175
subject41,/afs/crc.nd.edu/group/cvrl/scratch_34/jspeth/preprocessed/UBFC_rPPG/subject41.npz,l2_norm,15,5,0-15,15-30,0.43683845230039553
subject41,/afs/crc.nd.edu/group/cvrl/scratch_34/jspeth/preprocessed/UBFC_rPPG/subject41.npz,l2_norm,15,5,5-20,10-25,0.40777363155179946
subject41,/afs/crc.nd.edu/group/cvrl/scratch_34/jspeth/preprocessed/UBFC_rPPG/subject41.npz,l2_norm,15,5,5-20,15-30,0.5384963158837625
subject41,/afs/crc.nd.edu/group/cvrl/scratch_34/jspeth/preprocessed/UBFC_rPPG/subject41.npz,l2_norm,15,5,10-25,15-30,0.49873247381691777
subject42,/afs/crc.nd.edu/group/cvrl/scratch_34/jspeth/preprocessed/UBFC_rPPG/subject42.npz,l2_norm,15,5,0-15,5-20,0.8167654043647831
subject42,/afs/crc.nd.edu/group/cvrl/scratch_34/jspeth/preprocessed/UBFC_rPPG/subject42.npz,l2_norm,15,5,0-15,10-25,1.0718333621496043
subject42,/afs/crc.nd.edu/group/cvrl/scratch_34/jspeth/preprocessed/UBFC_rPPG/subject42.npz,l2_norm,15,5,0-15,15-30,0.9208170790503055
subject42,/afs/crc.nd.edu/group/cvrl/scratch_34/jspeth/preprocessed/UBFC_rPPG/subject42.npz,l2_norm,15,5,5-20,10-25,0.5654648760626155
subject42,/afs/crc.nd.edu/group/cvrl/scratch_34/jspeth/preprocessed/UBFC_rPPG/subject42.npz,l2_norm,15,5,5-20,15-30,0.5648947028940305
subject42,/afs/crc.nd.edu/group/cvrl/scratch_34/jspeth/preprocessed/UBFC_rPPG/subject42.npz,l2_norm,15,5,10-25,15-30,0.565568517779373
subject43,/afs/crc.nd.edu/group/cvrl/scratch_34/jspeth/preprocessed/UBFC_rPPG/subject43.npz,l2_norm,15,5,0-15,5-20,0.6336341937440034
subject43,/afs/crc.nd.edu/group/cvrl/scratch_34/jspeth/preprocessed/UBFC_rPPG/subject43.npz,l2_norm,15,5,0-15,10-25,0.9282140189986741
subject43,/afs/crc.nd.edu/group/cvrl/scratch_34/jspeth/preprocessed/UBFC_rPPG/subject43.npz,l2_norm,15,5,0-15,15-30,0.5689748595072989
subject43,/afs/crc.nd.edu/group/cvrl/scratch_34/jspeth/preprocessed/UBFC_rPPG/subject43.npz,l2_norm,15,5,5-20,10-25,0.6332740538685667
subject43,/afs/crc.nd.edu/group/cvrl/scratch_34/jspeth/preprocessed/UBFC_rPPG/subject43.npz,l2_norm,15,5,5-20,15-30,0.8765047993038599
subject43,/afs/crc.nd.edu/group/cvrl/scratch_34/jspeth/preprocessed/UBFC_rPPG/subject43.npz,l2_norm,15,5,10-25,15-30,0.9354337937825581
subject44,/afs/crc.nd.edu/group/cvrl/scratch_34/jspeth/preprocessed/UBFC_rPPG/subject44.npz,l2_norm,15,5,0-15,5-20,0.46608517083333695
subject44,/afs/crc.nd.edu/group/cvrl/scratch_34/jspeth/preprocessed/UBFC_rPPG/subject44.npz,l2_norm,15,5,0-15,10-25,0.5318626004371432
subject44,/afs/crc.nd.edu/group/cvrl/scratch_34/jspeth/preprocessed/UBFC_rPPG/subject44.npz,l2_norm,15,5,0-15,15-30,0.7421469070684841
subject44,/afs/crc.nd.edu/group/cvrl/scratch_34/jspeth/preprocessed/UBFC_rPPG/subject44.npz,l2_norm,15,5,5-20,10-25,0.47336401790598576
subject44,/afs/crc.nd.edu/group/cvrl/scratch_34/jspeth/preprocessed/UBFC_rPPG/subject44.npz,l2_norm,15,5,5-20,15-30,0.7886409582034295
subject44,/afs/crc.nd.edu/group/cvrl/scratch_34/jspeth/preprocessed/UBFC_rPPG/subject44.npz,l2_norm,15,5,10-25,15-30,0.5658904527877038
subject45,/afs/crc.nd.edu/group/cvrl/scratch_34/jspeth/preprocessed/UBFC_rPPG/subject45.npz,l2_norm,15,5,0-15,5-20,0.5979840802952407
subject45,/afs/crc.nd.edu/group/cvrl/scratch_34/jspeth/preprocessed/UBFC_rPPG/subject45.npz,l2_norm,15,5,0-15,10-25,0.7449019461597535
subject45,/afs/crc.nd.edu/group/cvrl/scratch_34/jspeth/preprocessed/UBFC_rPPG/subject45.npz,l2_norm,15,5,0-15,15-30,0.9188409041489822
subject45,/afs/crc.nd.edu/group/cvrl/scratch_34/jspeth/preprocessed/UBFC_rPPG/subject45.npz,l2_norm,15,5,5-20,10-25,0.5671026318983617
subject45,/afs/crc.nd.edu/group/cvrl/scratch_34/jspeth/preprocessed/UBFC_rPPG/subject45.npz,l2_norm,15,5,5-20,15-30,0.9339678052769865
subject45,/afs/crc.nd.edu/group/cvrl/scratch_34/jspeth/preprocessed/UBFC_rPPG/subject45.npz,l2_norm,15,5,10-25,15-30,0.72166415444524
subject46,/afs/crc.nd.edu/group/cvrl/scratch_34/jspeth/preprocessed/UBFC_rPPG/subject46.npz,l2_norm,15,5,0-15,5-20,0.6421539389753939
subject46,/afs/crc.nd.edu/group/cvrl/scratch_34/jspeth/preprocessed/UBFC_rPPG/subject46.npz,l2_norm,15,5,0-15,10-25,0.8512711171599102
subject46,/afs/crc.nd.edu/group/cvrl/scratch_34/jspeth/preprocessed/UBFC_rPPG/subject46.npz,l2_norm,15,5,0-15,15-30,0.6893729999989553
subject46,/afs/crc.nd.edu/group/cvrl/scratch_34/jspeth/preprocessed/UBFC_rPPG/subject46.npz,l2_norm,15,5,5-20,10-25,0.5968101474294251
subject46,/afs/crc.nd.edu/group/cvrl/scratch_34/jspeth/preprocessed/UBFC_rPPG/subject46.npz,l2_norm,15,5,5-20,15-30,0.745649995738786
subject46,/afs/crc.nd.edu/group/cvrl/scratch_34/jspeth/preprocessed/UBFC_rPPG/subject46.npz,l2_norm,15,5,10-25,15-30,0.5530114651296498
subject47,/afs/crc.nd.edu/group/cvrl/scratch_34/jspeth/preprocessed/UBFC_rPPG/subject47.npz,l2_norm,15,5,0-15,5-20,0.6053978491597373
subject47,/afs/crc.nd.edu/group/cvrl/scratch_34/jspeth/preprocessed/UBFC_rPPG/subject47.npz,l2_norm,15,5,0-15,10-25,1.233916032913467
subject47,/afs/crc.nd.edu/group/cvrl/scratch_34/jspeth/preprocessed/UBFC_rPPG/subject47.npz,l2_norm,15,5,0-15,15-30,0.9268495468163107
subject47,/afs/crc.nd.edu/group/cvrl/scratch_34/jspeth/preprocessed/UBFC_rPPG/subject47.npz,l2_norm,15,5,5-20,10-25,0.9937461625304189
subject47,/afs/crc.nd.edu/group/cvrl/scratch_34/jspeth/preprocessed/UBFC_rPPG/subject47.npz,l2_norm,15,5,5-20,15-30,0.6426653239334028
subject47,/afs/crc.nd.edu/group/cvrl/scratch_34/jspeth/preprocessed/UBFC_rPPG/subject47.npz,l2_norm,15,5,10-25,15-30,0.7583620244667318
subject48,/afs/crc.nd.edu/group/cvrl/scratch_34/jspeth/preprocessed/UBFC_rPPG/subject48.npz,l2_norm,15,5,0-15,5-20,0.3654071891259484
subject48,/afs/crc.nd.edu/group/cvrl/scratch_34/jspeth/preprocessed/UBFC_rPPG/subject48.npz,l2_norm,15,5,0-15,10-25,0.44590534249705155
subject48,/afs/crc.nd.edu/group/cvrl/scratch_34/jspeth/preprocessed/UBFC_rPPG/subject48.npz,l2_norm,15,5,0-15,15-30,0.5452617842742564
subject48,/afs/crc.nd.edu/group/cvrl/scratch_34/jspeth/preprocessed/UBFC_rPPG/subject48.npz,l2_norm,15,5,5-20,10-25,0.28697839633423056
subject48,/afs/crc.nd.edu/group/cvrl/scratch_34/jspeth/preprocessed/UBFC_rPPG/subject48.npz,l2_norm,15,5,5-20,15-30,0.5451860845095965
subject48,/afs/crc.nd.edu/group/cvrl/scratch_34/jspeth/preprocessed/UBFC_rPPG/subject48.npz,l2_norm,15,5,10-25,15-30,0.3775432410636925
subject49,/afs/crc.nd.edu/group/cvrl/scratch_34/jspeth/preprocessed/UBFC_rPPG/subject49.npz,l2_norm,15,5,0-15,5-20,0.4439003350792331
subject49,/afs/crc.nd.edu/group/cvrl/scratch_34/jspeth/preprocessed/UBFC_rPPG/subject49.npz,l2_norm,15,5,0-15,10-25,0.5638984075722607
subject49,/afs/crc.nd.edu/group/cvrl/scratch_34/jspeth/preprocessed/UBFC_rPPG/subject49.npz,l2_norm,15,5,0-15,15-30,0.48329840973302457
subject49,/afs/crc.nd.edu/group/cvrl/scratch_34/jspeth/preprocessed/UBFC_rPPG/subject49.npz,l2_norm,15,5,5-20,10-25,0.3656096020210212
subject49,/afs/crc.nd.edu/group/cvrl/scratch_34/jspeth/preprocessed/UBFC_rPPG/subject49.npz,l2_norm,15,5,5-20,15-30,0.482911856347491
subject49,/afs/crc.nd.edu/group/cvrl/scratch_34/jspeth/preprocessed/UBFC_rPPG/subject49.npz,l2_norm,15,5,10-25,15-30,0.4946190033142434
subject5,/afs/crc.nd.edu/group/cvrl/scratch_34/jspeth/preprocessed/UBFC_rPPG/subject5.npz,l2_norm,15,5,0-15,5-20,0.6431563369875736
subject5,/afs/crc.nd.edu/group/cvrl/scratch_34/jspeth/preprocessed/UBFC_rPPG/subject5.npz,l2_norm,15,5,0-15,10-25,0.5843166469253
subject5,/afs/crc.nd.edu/group/cvrl/scratch_34/jspeth/preprocessed/UBFC_rPPG/subject5.npz,l2_norm,15,5,0-15,15-30,0.8260572735816014
subject5,/afs/crc.nd.edu/group/cvrl/scratch_34/jspeth/preprocessed/UBFC_rPPG/subject5.npz,l2_norm,15,5,5-20,10-25,0.6128467387980773
subject5,/afs/crc.nd.edu/group/cvrl/scratch_34/jspeth/preprocessed/UBFC_rPPG/subject5.npz,l2_norm,15,5,5-20,15-30,0.9566492804125292
subject5,/afs/crc.nd.edu/group/cvrl/scratch_34/jspeth/preprocessed/UBFC_rPPG/subject5.npz,l2_norm,15,5,10-25,15-30,0.5880805614787459
subject8,/afs/crc.nd.edu/group/cvrl/scratch_34/jspeth/preprocessed/UBFC_rPPG/subject8.npz,l2_norm,15,5,0-15,5-20,0.4840112659662487
subject8,/afs/crc.nd.edu/group/cvrl/scratch_34/jspeth/preprocessed/UBFC_rPPG/subject8.npz,l2_norm,15,5,0-15,10-25,0.6516893823496996
subject8,/afs/crc.nd.edu/group/cvrl/scratch_34/jspeth/preprocessed/UBFC_rPPG/subject8.npz,l2_norm,15,5,0-15,15-30,0.9123116947594417
subject8,/afs/crc.nd.edu/group/cvrl/scratch_34/jspeth/preprocessed/UBFC_rPPG/subject8.npz,l2_norm,15,5,5-20,10-25,0.479651724554496
subject8,/afs/crc.nd.edu/group/cvrl/scratch_34/jspeth/preprocessed/UBFC_rPPG/subject8.npz,l2_norm,15,5,5-20,15-30,0.8295602771172909
subject8,/afs/crc.nd.edu/group/cvrl/scratch_34/jspeth/preprocessed/UBFC_rPPG/subject8.npz,l2_norm,15,5,10-25,15-30,0.5399620281457617
subject9,/afs/crc.nd.edu/group/cvrl/scratch_34/jspeth/preprocessed/UBFC_rPPG/subject9.npz,l2_norm,15,5,0-15,5-20,0.48025394688155126
subject9,/afs/crc.nd.edu/group/cvrl/scratch_34/jspeth/preprocessed/UBFC_rPPG/subject9.npz,l2_norm,15,5,0-15,10-25,0.9925037849101996
subject9,/afs/crc.nd.edu/group/cvrl/scratch_34/jspeth/preprocessed/UBFC_rPPG/subject9.npz,l2_norm,15,5,0-15,15-30,0.9914116918579892
subject9,/afs/crc.nd.edu/group/cvrl/scratch_34/jspeth/preprocessed/UBFC_rPPG/subject9.npz,l2_norm,15,5,5-20,10-25,0.9295852575841098
subject9,/afs/crc.nd.edu/group/cvrl/scratch_34/jspeth/preprocessed/UBFC_rPPG/subject9.npz,l2_norm,15,5,5-20,15-30,1.0357964571941298
subject9,/afs/crc.nd.edu/group/cvrl/scratch_34/jspeth/preprocessed/UBFC_rPPG/subject9.npz,l2_norm,15,5,10-25,15-30,0.6963378945547438
